"","TAXON_CODE","Taxon","TAXON_CODE_Historical","Taxon_Historical","TSN","OTU_RIV05_Nov05","OTU_Stress05","OTU_BCG_WV-PL","Code_USU","OTU2N_USU","Comments","CommonName","Kingdom","Phylum","Class","SubClass","Order","SubOrder","Super Family","Family","SubFamily","Tribe","Genus","SubGenus","SpeciesGroup","SpeciesComplex","Species","SubSpecies","AKA","BBI","FFG","Voltine","SedimentTolerant","Tolerant","MTI","Cold","ORIGIN","TOL","VBI","REPRO GUILD","ADULT FW HABITAT GUILD","TEMPERATURE PREFERENCE","ADULT FRESHWATER TROPHIC GUILD","tax_uid","txrnk_name","tax_last_change_date","tax_storet_id","tax_srs_id","tax_description"
"763","CHI810","Stictochironomus",NA,NA,129785,"Chironominae","Chironomini","Stictochironomus",1698,"Chironominae",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Diptera","Nematocera",NA,"Chironomidae","Chironominae","Chironomini","Stictochironomus",NA,NA,NA,NA,NA,NA,9,"CG","MV","U","T",666,"U",NA,NA,NA,NA,NA,NA,NA,25269,"Genus",2017-04-04 09:53:57,"NULL","NULL","(Kieffer)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=129785"
"764","CHI945","Tribelos",NA,NA,129820,"Chironominae","Chironomini","Tribelos",1687,"Chironominae",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Diptera","Nematocera",NA,"Chironomidae","Chironominae","Chironomini","Tribelos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,25271,"Genus",2016-03-24 01:12:30,"NULL","NULL","http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=129820"
"765","CHI981","Xenochironomus",NA,NA,129837,"Chironominae","Chironomini","Xenochironomus",1692,"Chironominae",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Diptera","Nematocera",NA,"Chironomidae","Chironominae","Chironomini","Xenochironomus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,25274,"Genus",2017-04-04 09:54:06,"NULL","NULL","(Kieffer 1921)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=129837"
"766","CHI012","Pseudochironomini",NA,NA,129850,"Chironominae","Pseudochironomini","Chironomidae",1983,"Chironominae",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Diptera","Nematocera",NA,"Chironomidae","Chironominae","Pseudochironomini",NA,NA,NA,NA,NA,NA,NA,5,"CG","UV","U","U",666,"U",NA,NA,NA,NA,NA,NA,NA,29123,"Tribe",2016-03-24 01:12:40,"NULL","NULL","http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=129850"
"767","CHI720","Pseudochironomus",NA,NA,129851,"Chironominae","Pseudochironomini","Pseudochironomus",1104,"Chironominae",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Diptera","Nematocera",NA,"Chironomidae","Chironominae","Pseudochironomini","Pseudochironomus",NA,NA,NA,NA,NA,NA,5,"CG","UV","U","U",4,"U",NA,NA,NA,NA,NA,NA,NA,25277,"Genus",2016-03-24 01:12:45,"NULL","NULL","http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=129851"
"768","CHI013","Tanytarsini",NA,NA,129872,"Chironominae","Tanytarsini","Tanytarsini",1305,"Chironominae",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Diptera","Nematocera",NA,"Chironomidae","Chironominae","Tanytarsini",NA,NA,NA,NA,NA,NA,NA,6,"CG","MV","U","U",666,"U",NA,NA,NA,NA,NA,NA,NA,23788,"Tribe",2016-03-24 01:12:35,"NULL","NULL","http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=129872"
"769","CHI190","Cladotanytarsus",NA,NA,129873,"Chironominae","Tanytarsini","Cladotanytarsus",1685,"Chironominae",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Diptera","Nematocera",NA,"Chironomidae","Chironominae","Tanytarsini","Cladotanytarsus",NA,NA,NA,NA,NA,NA,7,"CG","MV","U","T",3,"U",NA,NA,NA,NA,NA,NA,NA,25281,"Genus",2017-04-04 09:52:31,"NULL","NULL","(Kieffer 1921)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=129873"
"770","CHI220","Constempellina",NA,NA,129884,"Chironominae","Tanytarsini","Constempellina",2048,"Chironominae",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Diptera","Nematocera",NA,"Chironomidae","Chironominae","Tanytarsini","Constempellina",NA,NA,NA,NA,NA,NA,4,"CG","MV","U","U",666,"U",NA,NA,NA,NA,NA,NA,NA,25282,"Genus",2017-04-04 09:52:32,"NULL","NULL","(Brundin)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=129884"
"771","CHI342","Krenopsectra",NA,NA,129889,"Chironominae","Tanytarsini","Tanytarsini",4700,"Chironominae",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Diptera","Nematocera",NA,"Chironomidae","Chironominae","Tanytarsini","Krenopsectra",NA,NA,NA,NA,NA,NA,6,"CG",NA,"U","S",666,"U",NA,NA,NA,NA,NA,NA,NA,29124,"Genus",2016-03-24 01:12:43,"NULL","NULL","http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=129889"
"772","CHI410","Micropsectra",NA,NA,129890,"Chironominae","Tanytarsini","Micropsectra",1672,"Chironominae",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Diptera","Nematocera",NA,"Chironomidae","Chironominae","Tanytarsini","Micropsectra",NA,NA,NA,NA,NA,NA,7,"CG","MV","U","U",1,"U",NA,NA,NA,NA,NA,NA,NA,25283,"Genus",2017-04-04 09:53:17,"NULL","NULL","(Kieffer 1909)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=129890"
"773","CHI460","Nimbocera",NA,NA,129932,"Chironominae","Tanytarsini","Tanytarsini",1763,"Chironominae",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Diptera","Nematocera",NA,"Chironomidae","Chironominae","Tanytarsini","Nimbocera",NA,NA,NA,NA,NA,NA,6,"UN","MV","U","U",666,"U",NA,NA,NA,NA,NA,NA,NA,25285,"Genus",2016-03-24 01:12:32,"NULL","NULL","http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=129932"
"774","CHI600","Paratanytarsus",NA,NA,129935,"Chironominae","Tanytarsini","Paratanytarsus",1101,"Chironominae",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Diptera","Nematocera",NA,"Chironomidae","Chironominae","Tanytarsini","Paratanytarsus",NA,NA,NA,NA,NA,NA,6,"UN","MV","U","U",2,"U",NA,NA,NA,NA,NA,NA,NA,25286,"Genus",2017-04-04 09:53:32,"NULL","NULL","(Bause)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=129935"
"775","CHI770","Rheotanytarsus",NA,NA,129952,"Chironominae","Tanytarsini","Rheotanytarsus",1105,"Chironominae",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Diptera","Nematocera",NA,"Chironomidae","Chironominae","Tanytarsini","Rheotanytarsus",NA,NA,NA,NA,NA,NA,6,"CF","MV","U","U",1,"U",NA,NA,NA,NA,NA,NA,NA,25287,"Genus",2017-04-04 09:53:45,"NULL","NULL","(Bause and Thienemann 1913)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=129952"
"776","CHI790","Stempellina",NA,NA,129962,"Chironominae","Tanytarsini","Stempellina",1107,"Chironominae",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Diptera","Nematocera",NA,"Chironomidae","Chironominae","Tanytarsini","Stempellina",NA,NA,NA,NA,NA,NA,2,"CG","MV","U","S",0,"U",NA,NA,NA,NA,NA,NA,NA,25291,"Genus",2017-04-04 09:53:56,"NULL","NULL","(Thienemann)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=129962"
"777","CHI800","Stempellinella",NA,NA,129969,"Chironominae","Tanytarsini","Stempellinella",1108,"Chironominae",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Diptera","Nematocera",NA,"Chironomidae","Chironominae","Tanytarsini","Stempellinella",NA,NA,NA,NA,NA,NA,4,"UN","MV","U","U",666,"U",NA,NA,NA,NA,NA,NA,NA,25292,"Genus",2017-04-04 09:53:56,"NULL","NULL","(Brundin)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=129969"
"778","CHI830","Sublettea",NA,NA,129975,"Chironominae","Chironomini","Sublettea",1109,"Chironominae",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Diptera","Nematocera",NA,"Chironomidae","Chironominae","Tanytarsini","Sublettea",NA,NA,NA,NA,NA,NA,4,"UN","MV","U","U",666,"U",NA,NA,NA,NA,NA,NA,NA,25293,"Genus",2016-03-24 01:12:35,"NULL","NULL","http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=129975"
"779","CHI870","Tanytarsus",NA,NA,129978,"Chironominae","Tanytarsini","Tanytarsus",1306,"Chironominae",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Diptera","Nematocera",NA,"Chironomidae","Chironominae","Tanytarsini","Tanytarsus",NA,NA,NA,NA,NA,NA,6,"CF","MV","U","U",3,"U",NA,NA,NA,NA,NA,NA,NA,25295,"Genus",2017-04-04 09:54:00,"NULL","NULL","(Van Der Wulp)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=129978"
"780","CHI910","Zavrelia",NA,NA,130038,"Chironominae","Tanytarsini","Zavrelia",2047,"Chironominae",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Diptera","Nematocera",NA,"Chironomidae","Chironominae","Tanytarsini","Zavrelia",NA,NA,NA,NA,NA,NA,6,"CF","MV","U","U",666,"U",NA,NA,NA,NA,NA,NA,NA,25300,"Genus",2017-04-04 09:54:07,"NULL","NULL","(Kieffer)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=130038"
"781","DIP001","Brachycera",NA,NA,130052,"666","666","Brachycera",2812,"666",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Diptera","Brachycera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"UN","UV","U","U",666,"U",NA,NA,NA,NA,NA,NA,NA,29085,"Suborder",2016-03-24 01:12:43,"NULL","NULL","http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=130052"
"782","DIP700","Stratiomyidae",NA,NA,130150,"Stratiomyidae","Stratiomyidae","Stratiomyidae",225,"666",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Diptera","Brachycera",NA,"Stratiomyidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"CG","UV","U","T",4,"U",NA,NA,NA,NA,NA,NA,NA,24346,"Family",2017-04-04 09:53:57,"NULL","NULL","(Latreille 1802)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=130150"
"783","DIP710","Caloparyphus",NA,NA,130409,"Stratiomyidae","Stratiomyidae","Caloparyphus",706,"Caloparyphus_Euparyphus",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Diptera","Brachycera",NA,"Stratiomyidae",NA,NA,"Caloparyphus",NA,NA,NA,NA,NA,NA,8,"CG","UV","U","T",666,"U",NA,NA,NA,NA,NA,NA,NA,22374,"Genus",2017-04-04 09:52:24,"NULL","NULL","(James 1939)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=130409"
"784","DIP720","Euparyphus",NA,NA,130436,"Stratiomyidae","Stratiomyidae","Euparyphus",226,"Caloparyphus_Euparyphus",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Diptera","Brachycera",NA,"Stratiomyidae",NA,NA,"Euparyphus",NA,NA,NA,NA,NA,NA,8,"CG","UV","U","U",4,"U",NA,NA,NA,NA,NA,NA,NA,24347,"Genus",2017-04-04 09:52:50,"NULL","NULL","(Gerstaecker 1857)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=130436"
"785","DIP740","Odontomyia",NA,NA,130573,"Stratiomyidae","Stratiomyidae","Stratiomyidae",758,"Hedriodiscus_Odontomyia",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Diptera","Brachycera",NA,"Stratiomyidae",NA,NA,"Odontomyia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,24350,"Genus",2017-04-04 09:53:27,"NULL","NULL","(Meigen 1803)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=130573"
"786","DIP701","Stratiomys",NA,NA,130627,"Stratiomyidae","Stratiomyidae","Stratiomyidae",782,"Stratiomys",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Diptera","Brachycera",NA,"Stratiomyidae",NA,NA,"Stratiomys",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,24352,"Genus",2017-04-04 09:53:57,"NULL","NULL","(Geoffroy 1762)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=130627"
"787","DIP730","Nemotelus",NA,NA,130694,"Stratiomyidae","Stratiomyidae","Stratiomyidae",714,"Nemotelus",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Diptera","Brachycera",NA,"Stratiomyidae",NA,NA,"Nemotelus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,27363,"Genus",2017-04-04 09:53:23,"NULL","NULL","(Geoffroy 1762)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=130694"
"788","DIP050","Pelecorhynchidae",NA,NA,130914,"Glutops","Glutops","Diptera",212,"666",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Diptera","Brachycera",NA,"Pelecorhynchidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"PR","UV","U","S",666,"T",NA,NA,NA,NA,NA,NA,NA,24358,"Family",2016-03-24 01:12:28,"NULL","NULL","http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=130914"
"789","DIP051","Glutops",NA,NA,130915,"Glutops","Glutops","Glutops",213,"Glutops",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Diptera","Brachycera",NA,"Pelecorhynchidae",NA,NA,"Glutops",NA,NA,NA,NA,NA,NA,3,"PR","UV","U","S",666,"T",NA,NA,NA,NA,NA,NA,NA,24359,"Genus",2016-03-24 01:12:40,"NULL","NULL","http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=130915"
"790","DIP010","Athericidae",NA,NA,130928,"Atherix","Atherix","Atherix",219,"666",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Diptera","Brachycera",NA,"Athericidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"PR",NA,"U","T",4,"U",NA,NA,NA,NA,NA,NA,NA,24353,"Family",2016-03-24 01:12:25,"NULL","NULL","http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=130928"
"791","DIP011","Atherix",NA,NA,130929,"Atherix","Atherix","Atherix",175,"Atherix",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Diptera","Brachycera",NA,"Athericidae",NA,NA,"Atherix",NA,NA,NA,NA,NA,NA,4,"PR","UV","U","T",4,"U",NA,NA,NA,NA,NA,NA,NA,24354,"Genus",2017-04-04 09:52:19,"NULL","NULL","(Meigen 1803)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=130929"
"792","DIP800","Tabanidae",NA,NA,130934,"Tabanidae","666","Tabanidae",231,"Tabanidae",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Diptera","Brachycera",NA,"Tabanidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"PR","UV","U","T",3,"U",NA,NA,NA,NA,NA,NA,NA,24360,"Family",2016-03-24 01:12:34,"NULL","NULL","http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=130934"
"793","DIP820","Silvius",NA,NA,131062,"Tabanidae","666","Tabanidae",739,"Tabanidae",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Diptera","Brachycera",NA,"Tabanidae",NA,NA,"Silvius",NA,NA,NA,NA,NA,NA,6,"PR","UV","U","T",666,"U",NA,NA,NA,NA,NA,NA,NA,29102,"Genus",2016-03-24 01:12:35,"NULL","NULL","http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=131062"
"794","DIP840","Chrysops",NA,NA,131078,"Tabanidae","666","Tabanidae",232,"Tabanidae","taxon code added 3/30//04 by SH; needed for Ann & Kate's id's",NA,"Animalia","Arthropoda","Insecta","Pterygota","Diptera","Brachycera",NA,"Tabanidae","Tabaninae","Chrysopsini","Chrysops",NA,NA,NA,NA,NA,NA,6,"PR",NA,"U","T",666,"U",NA,NA,NA,NA,NA,NA,NA,24361,"Genus",2016-03-24 01:12:38,"NULL","NULL","http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=131078"
"795","DIP400","Empididae",NA,NA,135830,"666","666","Empididae",200,"666",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Diptera","Brachycera",NA,"Empididae",NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"PR","UV","U","U",6,"U",NA,NA,NA,NA,NA,NA,NA,24327,"Family",2016-03-24 01:12:35,"NULL","NULL","http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=135830"
"796","DIP420","Clinocera",NA,NA,135849,"Clinocera","Clinocera","Clinocera",202,"Clinocera",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Diptera","Brachycera",NA,"Empididae","Clinocerinae",NA,"Clinocera",NA,NA,NA,NA,NA,NA,6,"PR","UV","U","U",4,"U",NA,NA,NA,NA,NA,NA,NA,24328,"Genus",2017-04-04 09:52:31,"NULL","NULL","(Meigen 1803)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=135849"
"797","DIP490","Roederiodes",NA,NA,135893,"Trichoclinocera","666","Roederiodes",5211,"Roederiodes",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Diptera","Brachycera",NA,"Empididae","Clinocerinae",NA,"Roederiodes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,41102,"Genus",2016-03-13 03:43:20,"NULL","NULL","http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=135893"
"798","DIP480","Trichoclinocera",NA,NA,135903,"Trichoclinocera","666","Trichoclinocera",1269,"Trichoclinocera",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Diptera","Brachycera",NA,"Empididae","Clinocerinae",NA,"Trichoclinocera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,29087,"Genus",2016-03-24 01:12:35,"NULL","NULL","http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=135903"
"799","DIP450","Wiedemannia",NA,NA,135920,"Wiedemannia","Wiedemannia","Wiedemannia",206,"Wiedemannia",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Diptera","Brachycera",NA,"Empididae","Clinocerinae",NA,"Wiedemannia",NA,NA,NA,NA,NA,NA,6,"PR","UV","U","U",666,"U",NA,NA,NA,NA,NA,NA,NA,24329,"Genus",2017-04-04 09:54:06,"NULL","NULL","(Zetterstedt 1833)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=135920"
"800","DIP435","Hemerodromiinae","New Code; 2/23/15; mbs","Chelifera/Hemerodromia (in part)",136290,NA,"666","Hemerodromiinae",2793,"666","New subfamily Hemerodromiinae; added per Rhithron as new record; 2/23/15; mbs. Former Chelifera/Hermerodromia rolled into sub-family, as per Mike Cole (SLH 10.3.19)",NA,"Animalia","Arthropoda","Insecta","Pterygota","Diptera","Brachycera",NA,"Empididae","Hemerodromiinae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,29088,"Subfamily",2016-03-24 01:12:43,"NULL","NULL","http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=136290"
"801","DIP410","Chelifera",NA,NA,136305,"Chelifera/","Chelifera/Metachela","Chelifera/Metachela",201,"Chelifera_Metachela_Neoplasta",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Diptera","Brachycera",NA,"Empididae","Hemerodromiinae","Hemerodromiini","Chelifera",NA,NA,NA,NA,NA,NA,6,"PR","UV","U","U",4,"U",NA,NA,NA,NA,NA,NA,NA,24330,"Genus",2016-03-24 01:12:34,"NULL","NULL","http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=136305"
"802","DIP430","Hemerodromia",NA,NA,136327,"Hemerodromia","Hemerodromia","Hemerodromia",203,"Hemerodromia",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Diptera","Brachycera",NA,"Empididae","Hemerodromiinae","Hemerodromiini","Hemerodromia",NA,NA,NA,NA,NA,NA,6,"PR","UV","U","U",4,"U",NA,NA,NA,NA,NA,NA,NA,24331,"Genus",2016-03-24 01:12:45,"NULL","NULL","http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=136327"
"803","DIP460","Neoplasta",NA,NA,136352,"Neoplasta","666","Neoplasta",2253,"Chelifera_Metachela_Neoplasta","SH added 9/28/04",NA,"Animalia","Arthropoda","Insecta","Pterygota","Diptera","Brachycera",NA,"Empididae","Hemerodromiinae","Hemerodromiini","Neoplasta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,29092,"Genus",2016-03-24 01:12:38,"NULL","NULL","http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=136352"
"804","DIP440","Oreogeton",NA,NA,136377,"Oreogeton","Oreogeton","Oreogeton",204,"Oreogeton",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Diptera","Brachycera",NA,"Empididae","Oreogetoninae",NA,"Oreogeton",NA,NA,NA,NA,NA,NA,6,"PR","UV","U","S",7,"T",NA,NA,NA,NA,NA,NA,NA,24332,"Genus",2017-04-04 09:53:29,"NULL","NULL","(Schiner 1860)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=136377"
"805","DIP020","Dolichopodidae",NA,NA,136824,"Dolichopodidae","Dolichopodidae","Dolichopodidae",199,"Dolichopodidae",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Diptera","Brachycera",NA,"Dolichopodidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"PR","UV","U","T",4,"U",NA,NA,NA,NA,NA,NA,NA,24325,"Family",2016-03-24 01:12:38,"NULL","NULL","http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=136824"
"806","DIP1020","Phoridae",NA,NA,138921,"Phoridae","666","Diptera",967,"Phoridae",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Diptera","Brachycera",NA,"Phoridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,24339,"Family",2016-03-24 01:12:46,"NULL","NULL","http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=138921"
"807","DIP080","Syrphidae",NA,NA,139621,"Syrphidae","666","Syrphidae",227,"Syrphidae",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Diptera","Brachycera",NA,"Syrphidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"PR","UV","U","T",666,"U",NA,NA,NA,NA,NA,NA,NA,24344,"Family",2016-03-24 01:12:33,"NULL","NULL","http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=139621"
"808","DIP070","Sciomyzidae",NA,NA,144653,"Sciomyzidae","Sciomyzidae","Sciomyzidae",674,"Sciomyzidae",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Diptera","Brachycera",NA,"Sciomyzidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"PR",NA,"U","U",666,"U",NA,NA,NA,NA,NA,NA,NA,24341,"Family",2016-03-24 01:12:25,"NULL","NULL","http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=144653"
"809","DIP030","Ephydridae",NA,NA,146893,"Ephydridae","Ephydridae","Ephydridae",207,"Ephydridae",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Diptera","Brachycera",NA,"Ephydridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"CG","UV","U","U",666,"U",NA,NA,NA,NA,NA,NA,NA,24333,"Family",2016-03-24 01:12:38,"NULL","NULL","http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=146893"
"810","DIP040","Muscidae",NA,NA,150025,"Muscidae","Muscidae","Muscidae",210,"Muscidae",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Diptera","Brachycera",NA,"Muscidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"PR","UV","U","T",7,"U",NA,NA,NA,NA,NA,NA,NA,24337,"Family",2016-03-24 01:12:25,"NULL","NULL","http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=150025"
"811","DIP041","Limnophora",NA,NA,150730,"Muscidae","Muscidae","Muscidae",211,"Muscidae",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Diptera","Brachycera",NA,"Muscidae",NA,NA,"Limnophora",NA,NA,NA,NA,NA,NA,6,"PR","UV","U","T",7,"U",NA,NA,NA,NA,NA,NA,NA,24338,"Genus",2016-03-24 01:12:43,"NULL","NULL","http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=150730"
"812","PET0000","Petromyzontidae",NA,NA,159697,"666","666",NA,1258,"666",NA,"Lampreys","Animalia","Chordata","Cephalaspidomorphi",NA,"Petromyzontiformes",NA,NA,"Petromyzontidae",NA,NA,NA,NA,NA,NA,NA,NA,"PETROMYZONTIDAE",NA,NA,NA,NA,NA,666,NA,"N","I",3,NA,"HI","cool","FF",15832,"Family",2016-03-24 01:12:27,"NULL","NULL","http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=159697"
"813","PET0103","Lampetra richardsoni",NA,NA,159707,"666","666",NA,3750,"Lampetra",NA,"Western Brook Lamprey","Animalia","Chordata","Cephalaspidomorphi",NA,"Petromyzontiformes",NA,NA,"Petromyzontidae",NA,NA,"Lampetra",NA,NA,NA,"richardsoni",NA,"Lam ric",NA,NA,NA,NA,NA,666,NA,"N","I",3,"NLN","HI","cool","FF",11623,"Species",2017-04-04 09:53:09,"NULL","NULL","(Vladykov and Follett 1965)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=159707"
