"","TAXON_CODE","Taxon","TAXON_CODE_Historical","Taxon_Historical","TSN","OTU_RIV05_Nov05","OTU_Stress05","OTU_BCG_WV-PL","Code_USU","OTU2N_USU","Comments","CommonName","Kingdom","Phylum","Class","SubClass","Order","SubOrder","Super Family","Family","SubFamily","Tribe","Genus","SubGenus","SpeciesGroup","SpeciesComplex","Species","SubSpecies","AKA","BBI","FFG","Voltine","SedimentTolerant","Tolerant","MTI","Cold","ORIGIN","TOL","VBI","REPRO GUILD","ADULT FW HABITAT GUILD","TEMPERATURE PREFERENCE","ADULT FRESHWATER TROPHIC GUILD","tax_uid","txrnk_name","tax_last_change_date","tax_storet_id","tax_srs_id","tax_description"
"106","CRU700","Isopoda",NA,NA,92120,"Asellidae","Asellidae","Isopoda",83,"666",NA,NA,"Animalia","Arthropoda","Malacostraca","Eumalacostraca","Isopoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"CG","UN","U","T",5,"U",NA,NA,NA,NA,NA,NA,NA,23721,"Order",2017-04-04 09:53:04,"NULL","NULL","(Latreille 1817)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=92120"
"107","CRU710","Asellidae",NA,NA,92657,"Asellidae","Asellidae","Isopoda",84,"Asellidae",NA,NA,"Animalia","Arthropoda","Malacostraca","Eumalacostraca","Isopoda","Asellota","Aselloidea","Asellidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"CG",NA,"U","T",5,"U",NA,NA,NA,NA,NA,NA,NA,23728,"Family",2017-04-04 09:52:18,"NULL","NULL","(Latreille 1802)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=92657"
"108","CRU730","Asellus",NA,NA,92658,"Asellidae","Asellidae","Isopoda",86,"Asellidae",NA,NA,"Animalia","Arthropoda","Malacostraca","Eumalacostraca","Isopoda","Asellota","Aselloidea","Asellidae",NA,NA,"Asellus",NA,NA,NA,NA,NA,NA,8,"CG","UN","U","T",666,"U",NA,NA,NA,NA,NA,NA,NA,23729,"Genus",2017-04-04 09:52:18,"NULL","NULL","(Geoffroy 1764)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=92658"
"109","CRU720","Caecidotea",NA,NA,92686,"Asellidae","Asellidae","Caecidotea",87,"Asellidae",NA,NA,"Animalia","Arthropoda","Malacostraca","Eumalacostraca","Isopoda","Asellota","Aselloidea","Asellidae",NA,NA,"Caecidotea",NA,NA,NA,NA,NA,NA,8,"CG","UV","U","T",5,"U",NA,NA,NA,NA,NA,NA,NA,23732,"Genus",2017-04-04 09:52:23,"NULL","NULL","(Packard 1871)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=92686"
"110","CRU721","Caecidotea occidentalis",NA,NA,92755,"Asellidae","Asellidae","Caecidotea",1378,"Asellidae",NA,NA,"Animalia","Arthropoda","Malacostraca","Eumalacostraca","Isopoda","Asellota","Aselloidea","Asellidae",NA,NA,"Caecidotea",NA,NA,NA,"occidentalis",NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,28754,"Species",2017-04-04 09:52:23,"NULL","NULL","(W D Williams 1970)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=92755"
"111","CRU800","Amphipoda",NA,NA,93294,"666","666","Amphipoda",69,"666",NA,NA,"Animalia","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"CG","UV","U","U",666,"U",NA,NA,NA,NA,NA,NA,NA,22999,"Order",2017-04-04 09:52:14,"NULL","NULL","(Latreille 1816)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=93294"
"112","CRU820","Gammaridae",NA,NA,93745,"666","666","Gammarus",70,"666",NA,NA,"Animalia","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Gammaridea",NA,"Gammaridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"CG","UV","U","U",1,"U",NA,NA,NA,NA,NA,NA,NA,23351,"Family",2017-04-04 09:52:52,"NULL","NULL","(Latreille 1802)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=93745"
"113","CRU821","Anisogammarus",NA,NA,93747,"Ramellogammarus","666","Anisogammaridae",1374,"Anisogammarus",NA,NA,"Animalia","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Gammaridea",NA,"Anisogammaridae",NA,NA,"Anisogammarus",NA,NA,NA,NA,NA,NA,4,"CG","UV","U","U",666,"U",NA,NA,NA,NA,NA,NA,NA,23353,"Genus",2017-04-04 09:52:11,"NULL","NULL","(Derzhavin 1927)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=93747"
"114","CRU825","Gammarus",NA,NA,93773,"Gammarus","Gammarus","Gammarus",71,"Gammarus",NA,NA,"Animalia","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Gammaridea",NA,"Gammaridae",NA,NA,"Gammarus",NA,NA,NA,NA,NA,NA,6,"CG","UV","U","T",1,"U",NA,NA,NA,NA,NA,NA,NA,23359,"Genus",2017-04-04 09:52:53,"NULL","NULL","(J C Fabricius 1775)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=93773"
"115","CRU830","Eogammarus",NA,NA,93843,"Eogammarus","666","Anisogammaridae",2004,"Eogammarus",NA,NA,"Animalia","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Gammaridea",NA,"Anisogammaridae",NA,NA,"Eogammarus",NA,NA,NA,NA,NA,NA,6,"CG","UV","U","U",666,"U",NA,NA,NA,NA,NA,NA,NA,24571,"Genus",2017-04-04 09:52:46,"NULL","NULL","(Birstein 1933)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=93843"
"116","CRU841","Stygobromus",NA,NA,93861,"Stygobromus","666","Stygobromus",754,"Stygobromus",NA,NA,"Animalia","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Gammaridea",NA,"Crangonyctidae",NA,NA,"Stygobromus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,23527,"Genus",2017-04-04 09:53:57,"NULL","NULL","(Cope 1872)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=93861"
"117","CRU831","Ramellogammarus",NA,NA,93953,"Ramellogammarus","666","Ramellogammarus",5799,"Ramellogammarus",NA,NA,"Animalia","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Gammaridea",NA,"Anisogammaridae",NA,NA,"Ramellogammarus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,42737,"Genus",2017-04-04 09:53:45,"NULL","NULL","(Bousfield 1979)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=93953"
"118","CRU802","Hyalellidae",NA,NA,94022,"Hyalella","Hyalella","Hyalella",74,"666","Talitridae should no longer be used (2006)",NA,"Animalia","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Gammaridea",NA,"Hyalellidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,23385,"Family",2017-04-04 09:53:01,"NULL","NULL","(Bulycheva 1957)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=94022"
"119","CRU805","Hyalella",NA,NA,94025,"Hyalella","Hyalella","Hyalella",75,"Hyalella",NA,NA,"Animalia","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Gammaridea",NA,"Hyalellidae",NA,NA,"Hyalella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,23386,"Genus",2017-04-04 09:53:01,"NULL","NULL","(S I Smith 1874)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=94025"
"120","CRU801","Talitridae",NA,NA,95032,"Hyalella","Hyalella","Amphipoda",5731,"666","2006 = taxonomists now call this Hyalellidae",NA,"Animalia","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Gammaridea",NA,"Talitridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,23697,"Family",2017-04-04 09:54:00,"NULL","NULL","(Rafinesque 1815)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=95032"
"121","CRU842","Crangonyx",NA,NA,95081,"Crangonyx","666","Crangonyx",1642,"Crangonyx",NA,NA,"Animalia","Arthropoda","Malacostraca","Eumalacostraca","Amphipoda","Gammaridea",NA,"Crangonyctidae",NA,NA,"Crangonyx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,23341,"Genus",2017-04-04 09:52:35,"NULL","NULL","(Bate 1859)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=95081"
"122","CRU900","Decapoda",NA,NA,95599,"666","666","Decapoda",79,"666",NA,"Crayfish","Animalia","Arthropoda","Malacostraca","Eumalacostraca","Decapoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"OM",NA,"U","U",3,"U",NA,NA,NA,NA,NA,NA,NA,22650,"Order",2017-04-04 09:52:40,"NULL","NULL","(Latreille 1802)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=95599"
"123","CRU901","Astacidae",NA,NA,97324,"666","666","Astacidae",80,"Astacidae","SH added 9/28/04",NA,"Animalia","Arthropoda","Malacostraca","Eumalacostraca","Decapoda","Pleocyemata","Astacoidea","Astacidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,22984,"Family",2017-04-04 09:52:18,"NULL","NULL","(Latreille 1802)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=97324"
"124","CRU910","Pacifastacus",NA,NA,97325,"666","666","Pacifastacus",81,"Astacidae",NA,NA,"Animalia","Arthropoda","Malacostraca","Eumalacostraca","Decapoda","Pleocyemata","Astacoidea","Astacidae",NA,NA,"Pacifastacus",NA,NA,NA,NA,NA,NA,6,"OM","SV","U","U",3,"U",NA,NA,NA,NA,NA,NA,NA,22985,"Genus",2017-04-04 09:53:30,"NULL","NULL","(Bott 1950)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=97325"
"125","CRU912","Pacifastacus leniusculus",NA,NA,97326,"666","666","Pacifastacus",1030,"Astacidae",NA,NA,"Animalia","Arthropoda","Malacostraca","Eumalacostraca","Decapoda","Pleocyemata","Astacoidea","Astacidae",NA,NA,"Pacifastacus",NA,NA,NA,"leniusculus",NA,NA,6,"OM","SV","U","U",3,"U",NA,NA,NA,NA,NA,NA,NA,22986,"Species",2017-04-04 09:53:30,"NULL","NULL","(Dana 1852)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=97326"
"126","CRU911","Pacifastacus connectens",NA,NA,97328,"666","666","Pacifastacus",1262,"Astacidae",NA,NA,"Animalia","Arthropoda","Malacostraca","Eumalacostraca","Decapoda","Pleocyemata","Astacoidea","Astacidae",NA,NA,"Pacifastacus",NA,NA,NA,"connectens",NA,NA,6,"OM","SV","U","U",666,"U",NA,NA,NA,NA,NA,NA,NA,112401,"Species",2017-12-21 13:33:20,"NULL","NULL","Invertebrates,((Faxon))~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=97328"
"127","EPH000","Ephemeroptera",NA,NA,100502,"666","666","Ephemeroptera",248,"666",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"UN","UV","U","U",666,"U",NA,NA,NA,NA,NA,NA,NA,22911,"Order",2016-03-24 01:12:34,"NULL","NULL","http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=100502"
"128","EPH500","Heptageniidae",NA,NA,100504,"666","666","Heptageniidae",276,"666",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Pisciforma",NA,"Heptageniidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"SC","UV","U","U",666,"U",NA,NA,NA,NA,NA,NA,NA,23242,"Family",2016-03-24 01:12:37,"NULL","NULL","http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=100504"
"129","EPH570","Stenonema",NA,NA,100507,"Stenonema","666","Maccaffertium",286,"Stenonema",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Pisciforma","Heptagenioidea","Heptageniidae",NA,NA,"Stenonema",NA,NA,NA,NA,NA,NA,5,"SC","UV","U","T",666,"U",NA,NA,NA,NA,NA,NA,NA,23267,"Genus",2017-04-04 09:53:56,"NULL","NULL","(Traver 1933)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=100507"
"130","EPH520","Cinygmula",NA,NA,100557,"Cinygmula","Cinygmula","Cinygmula",279,"Cinygmula",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Pisciforma","Heptagenioidea","Heptageniidae",NA,NA,"Cinygmula",NA,NA,NA,NA,NA,NA,4,"SC","UV","U","U",0,"U",NA,NA,NA,NA,NA,NA,NA,23244,"Genus",2017-04-04 09:52:31,"NULL","NULL","(McDunnough 1933)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=100557"
"131","EPH560","Rhithrogena",NA,NA,100572,"Rhithrogena","Rhithrogena","Rhithrogena",285,"Rhithrogena",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Pisciforma","Heptagenioidea","Heptageniidae",NA,NA,"Rhithrogena",NA,NA,NA,NA,NA,NA,0,"SC","UV","U","U",2,"U",NA,NA,NA,NA,NA,NA,NA,23261,"Genus",2017-04-04 09:53:46,"NULL","NULL","(Eaton 1881)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=100572"
"132","EPH561","Rhithrogena hageni",NA,NA,100583,"Rhithrogena","Rhithrogena","Rhithrogena",1264,"Rhithrogena",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Pisciforma","Heptagenioidea","Heptageniidae",NA,NA,"Rhithrogena",NA,NA,NA,"hageni",NA,NA,0,"SC","UV","U","U",666,"U",NA,NA,NA,NA,NA,NA,NA,23262,"Species",2017-04-04 09:53:46,"NULL","NULL","(Eaton 1885)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=100583"
"133","EPH562","Rhithrogena robusta",NA,NA,100589,"Rhithrogena","Rhithrogena","Rhithrogena",1006,"Rhithrogena",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Pisciforma","Heptagenioidea","Heptageniidae",NA,NA,"Rhithrogena",NA,NA,NA,"robusta",NA,NA,2,"SC","UV","U","U",666,"U",NA,NA,NA,NA,NA,NA,NA,23263,"Species",2017-04-04 09:53:46,"NULL","NULL","(Dodds 1923)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=100589"
"134","EPH510","Cinygma",NA,NA,100598,"Cinygma","Cinygma","Cinygma",278,"Cinygma",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Pisciforma","Heptagenioidea","Heptageniidae",NA,NA,"Cinygma",NA,NA,NA,NA,NA,NA,2,"SC","UV","U","S",666,"T",NA,NA,NA,NA,NA,NA,NA,23243,"Genus",2017-04-04 09:52:31,"NULL","NULL","(Eaton 1885)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=100598"
"135","EPH541","Heptagenia",NA,NA,100602,"Heptagenia","Heptagenia","Heptagenia",281,"Heptagenia",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Pisciforma","Heptagenioidea","Heptageniidae",NA,NA,"Heptagenia",NA,NA,NA,NA,NA,NA,4,"SC","UV","U","U",1,"U",NA,NA,NA,NA,NA,NA,NA,23249,"Genus",2017-04-04 09:52:58,"NULL","NULL","(Walsh 1863)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=100602"
"136","EPH530","Epeorus",NA,NA,100626,"Epeorus","666","Epeorus",280,"Epeorus",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Pisciforma","Heptagenioidea","Heptageniidae",NA,NA,"Epeorus",NA,NA,NA,NA,NA,NA,0,"SC","UV","U","U",0,"U",NA,NA,NA,NA,NA,NA,NA,23245,"Genus",2017-04-04 09:52:46,"NULL","NULL","(Eaton 1881)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=100626"
"137","EPH532","Epeorus deceptivus",NA,NA,100632,"Epeorus","Epeorus_deceptivus","Epeorus deceptivus group",1416,"Epeorus",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Pisciforma","Heptagenioidea","Heptageniidae",NA,NA,"Epeorus",NA,NA,NA,"deceptivus",NA,NA,0,"SC","UV","U","S",0,"T",NA,NA,NA,NA,NA,NA,NA,23247,"Species",2017-04-04 09:52:46,"NULL","NULL","(McDunnough 1924)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=100632"
"138","EPH533","Epeorus longimanus",NA,NA,100637,"Epeorus","Epeorus_longimanus","Epeorus longimanus group",806,"Epeorus",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Pisciforma","Heptagenioidea","Heptageniidae",NA,NA,"Epeorus",NA,NA,NA,"longimanus",NA,NA,1,"SC","UV","U","U",0,"U",NA,NA,NA,NA,NA,NA,NA,23248,"Species",2017-04-04 09:52:46,"NULL","NULL","(Eaton 1885)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=100637"
"139","EPH550","Ironodes",NA,NA,100666,"Ironodes","Ironodes","Ironodes",282,"Ironodes",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Pisciforma","Heptagenioidea","Heptageniidae",NA,NA,"Ironodes",NA,NA,NA,NA,NA,NA,3,"SC","UV","U","U",0,"U",NA,NA,NA,NA,NA,NA,NA,23255,"Genus",2017-04-04 09:53:04,"NULL","NULL","(Traver 1935)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=100666"
"140","EPH580","Leucrocuta",NA,NA,100676,"Nixe_Leucocruta","666","Leucrocuta",283,"Leucrocuta",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Pisciforma","Heptagenioidea","Heptageniidae",NA,NA,"Leucrocuta",NA,NA,NA,NA,NA,NA,1,"SC","UN","U","U",666,"U",NA,NA,NA,NA,NA,NA,NA,23256,"Genus",2017-04-04 09:53:11,"NULL","NULL","(Flowers 1980)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=100676"
"141","EPH542","Nixe",NA,NA,100692,"Nixe_Leucocruta","Nixe/Leucocruta","Ecdyonurus",284,"Nixe",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Pisciforma","Heptagenioidea","Heptageniidae",NA,NA,"Nixe",NA,NA,NA,NA,NA,NA,4,"SC","UV","U","U",1,"U",NA,NA,NA,NA,NA,NA,NA,23258,"Genus",2017-04-04 09:53:25,"NULL","NULL","(Flowers 1980)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=100692"
"142","EPH100","Baetidae",NA,NA,100755,"666","666","Baetidae",249,"666",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Pisciforma",NA,"Baetidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"CG","MV","U","U",666,"U",NA,NA,NA,NA,NA,NA,NA,23207,"Family",2016-03-24 01:12:40,"NULL","NULL","http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=100755"
"143","EPH110","Baetis",NA,NA,100800,"Baetis","666","Baetidae",250,"Baetis",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Pisciforma",NA,"Baetidae",NA,NA,"Baetis",NA,NA,NA,NA,NA,NA,5,"CG","MV","U","U",4,"U",NA,NA,NA,NA,NA,NA,NA,23209,"Genus",2017-04-04 09:52:20,"NULL","NULL","(Leach 1815)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=100800"
"144","EPH170","Acentrella",NA,NA,100801,"Acentrella","666","Acentrella",907,"Acentrella",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Pisciforma",NA,"Baetidae",NA,NA,"Acentrella",NA,NA,NA,NA,NA,NA,4,"CG","MV","U","U",4,"U",NA,NA,NA,NA,NA,NA,NA,23210,"Genus",2017-04-04 09:52:17,"NULL","NULL","(Bengtsson 1912)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=100801"
"145","EPH114","Baetis alius",NA,"Baetis alius/moqui",100803,"Baetis","Baetis_alius","Baetis alius",2267,"Baetis",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Pisciforma",NA,"Baetidae",NA,NA,"Baetis",NA,NA,NA,"alius",NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,29657,"Species",2017-04-04 09:52:20,"NULL","NULL","(Day 1954)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=100803"
"146","EPH197","Paracloeodes minutus",NA,NA,100901,"Paracloeodes_minutus","666","Baetidae",1844,"Paracloeodes",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Pisciforma",NA,"Baetidae",NA,NA,"Paracloeodes",NA,NA,NA,"minutus",NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,23237,"Species",2017-04-04 09:53:31,"NULL","NULL","(Daggy 1945)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=100901"
"147","EPH120","Callibaetis",NA,NA,100903,"Callibaetis","Callibaetis","Callibaetis",251,"Callibaetis",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Pisciforma",NA,"Baetidae",NA,NA,"Callibaetis",NA,NA,NA,NA,NA,NA,9,"CG","MV","U","T",1,"U",NA,NA,NA,NA,NA,NA,NA,23227,"Genus",2017-04-04 09:52:24,"NULL","NULL","(Eaton 1881)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=100903"
"148","EPH141","Apobaetis",NA,NA,100936,"Apobaetis_indeprensus","666","Baetidae",1652,"Apobaetis",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Pisciforma",NA,"Baetidae",NA,NA,"Apobaetis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,23208,"Genus",2017-04-04 09:52:09,"NULL","NULL","(Day 1955)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=100936"
"149","EPH700","Siphlonuridae",NA,NA,100951,"Siphlonuridae","666","Ephemeroptera",302,"Siphlonuridae",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Pisciforma",NA,"Siphlonuridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"CG","UN","U","U",666,"U",NA,NA,NA,NA,NA,NA,NA,23554,"Family",2016-03-24 01:12:30,"NULL","NULL","http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=100951"
"150","EPH720","Siphlonurus",NA,NA,100953,"Siphlonuridae","666","Siphlonurus",304,"Siphlonuridae",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Pisciforma",NA,"Siphlonuridae",NA,NA,"Siphlonurus",NA,NA,NA,NA,NA,NA,7,"OM","UN","U","T",1,"U",NA,NA,NA,NA,NA,NA,NA,23557,"Genus",2017-04-04 09:53:53,"NULL","NULL","(Eaton 1868)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=100953"
"151","EPH730","Parameletus",NA,NA,100982,"Siphlonuridae","666","Ephemeroptera",946,"Siphlonuridae",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Pisciforma",NA,"Siphlonuridae",NA,NA,"Parameletus",NA,NA,NA,NA,NA,NA,2,"CG",NA,"U","U",666,"U",NA,NA,NA,NA,NA,NA,NA,23556,"Genus",2017-04-04 09:53:32,"NULL","NULL","(Bengtsson 1908)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=100982"
"152","EPH750","Ameletus",NA,NA,100996,"Ameletus","Ameletus","Ameletus",303,"Ameletus",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Pisciforma",NA,"Ameletidae",NA,NA,"Ameletus",NA,NA,NA,NA,NA,NA,0,"CG","UV","U","U",1,"U",NA,NA,NA,NA,NA,NA,NA,23555,"Genus",2017-04-04 09:52:16,"NULL","NULL","(Eaton 1885)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=100996"
"153","EPH051","Isonychia",NA,NA,101041,"Isonychiidae","666","Isonychia",296,"Isonychia",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Pisciforma","Heptagenioidea","Isonychiidae",NA,NA,"Isonychia",NA,NA,NA,NA,NA,NA,2,"CF",NA,"U","U",666,"U",NA,NA,NA,NA,NA,NA,NA,23290,"Genus",2017-04-04 09:53:04,"NULL","NULL","(Eaton 1871)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=101041"
"154","EPH052","Isonychia velma",NA,NA,101042,"Isonychiidae","666","Isonychia",2288,"Isonychia",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Pisciforma","Heptagenioidea","Isonychiidae",NA,NA,"Isonychia",NA,NA,NA,"velma",NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,29691,"Species",2017-04-04 09:53:04,"NULL","NULL","(Needham 1932)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=101042"
"155","EPH600","Leptophlebiidae",NA,NA,101095,"Leptophlebiidae","666","Leptophlebiidae",287,"666",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia",NA,"Leptophlebiidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"CG","UV","U","U",666,"U",NA,NA,NA,NA,NA,NA,NA,23598,"Family",2016-03-24 01:12:39,"NULL","NULL","http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=101095"
